Seq_ID,Accesion,GI,Species,Full_taxonomy,Name
rRNA_EF534315.1_1-1454_DIR+,EF534315.1,GI:146142527,Prevotella_maculosa,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella_maculosa,"Prevotella_maculosa strain W1609 16S ribosomal RNA gene, partial sequence"
rRNA_AB547691.1_1-1491_DIR+,AB547691.1,GI:302129329,Prevotella_marshii,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella_marshii,"Prevotella_marshii gene for 16S ribosomal RNA, partial sequence, strain: JCM 13450"
rRNA_AB547693.1_1-1480_DIR+,AB547693.1,GI:302129331,Prevotella_melaninogenica,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella_melaninogenica,"Prevotella_melaninogenica gene for 16S ribosomal RNA, partial sequence, strain: JCM 6325"
rRNA_AB547692.1_1-1490_DIR+,AB547692.1,GI:302129330,Prevotella_micans,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella_micans,"Prevotella_micans gene for 16S ribosomal RNA, partial sequence, strain: JCM 16134"
rRNA_AB182486.1_1-1494_DIR+,AB182486.1,GI:54606661,Prevotella_multiformis,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella_multiformis,"Prevotella_multiformis gene for 16S rRNA, partial sequence"
rRNA_AB200414.1_1-1491_DIR+,AB200414.1,GI:62392249,Prevotella_multisaccharivorax,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella_multisaccharivorax,"Prevotella_multisaccharivorax gene for 16S ribosomal RNA, partial sequence"
rRNA_AB547695.1_1-1489_DIR+,AB547695.1,GI:302129333,Prevotella_nanceiensis,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella_nanceiensis,"Prevotella_nanceiensis gene for 16S ribosomal RNA, partial sequence, strain: JCM 15639"
rRNA_AY689230.1_1-1496_DIR+,AY689230.1,GI:51339823,Prevotella_nigrescens,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella_nigrescens,"Prevotella_nigrescens strain ChDC B270 16S ribosomal RNA gene, partial sequence"
rRNA_AB547698.1_1-1496_DIR+,AB547698.1,GI:302129336,Prevotella_oralis,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella_oralis,"Prevotella_oralis gene for 16S ribosomal RNA, partial sequence, strain: JCM 12251"
rRNA_GQ131410.1_1-1506_DIR+,GQ131410.1,GI:239924939,Prevotella_oris,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella_oris,"Prevotella_oris strain F0302 16S ribosomal RNA gene, partial sequence"
rRNA_AB547702.1_1-1491_DIR+,AB547702.1,GI:302129340,Prevotella_oulorum,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella_oulorum,"Prevotella_oulorum gene for 16S ribosomal RNA, partial sequence, strain: JCM 14966"
rRNA_AB547703.1_1-1492_DIR+,AB547703.1,GI:302129341,Prevotella_pallens,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella_pallens,"Prevotella_pallens gene for 16S ribosomal RNA, partial sequence, strain: JCM 11140"
rRNA_AB547705.1_1-1491_DIR+,AB547705.1,GI:302129343,Prevotella_paludivivens,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella_paludivivens,"Prevotella_paludivivens gene for 16S ribosomal RNA, partial sequence, strain: JCM 13651"
rRNA_AB278593.1_1-1467_DIR+,AB278593.1,GI:119952122,Prevotella_pleuritidis,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella_pleuritidis,"Prevotella_pleuritidis gene for 16S ribosomal RNA, partial sequence"
rRNA_AB501174.1_1-1519_DIR+,AB501174.1,GI:292684249,Prevotella_ruminicola,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella_ruminicola,"Prevotella_ruminicola gene for 16S rRNA, complete sequence, strain: AC5-20"
rRNA_HM000124.1_1-1511_DIR+,HM000124.1,GI:295322743,Prevotella_ruminicola,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella_ruminicola,"Prevotella_ruminicola strain CLRI2 16S ribosomal RNA gene, partial sequence"
rRNA_AB108826.1_1-1493_DIR+,AB108826.1,GI:40363455,Prevotella_salivae,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella_salivae,"Prevotella_salivae gene for 16S rRNA, complete sequence"
rRNA_AB108825.1_1-1490_DIR+,AB108825.1,GI:40363454,Prevotella_shahii,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella_shahii,"Prevotella_shahii gene for 16S rRNA, complete sequence"
rRNA_AF487886.1_2-1489_DIR+,AF487886.1,GI:19744807,Prevotella_sp,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella_sp,"Prevotella_sp Smarlab 121567 16S ribosomal RNA gene, partial sequence"
rRNA_AB244774.1_1-1488_DIR+,AB244774.1,GI:119637738,Prevotella_stercorea,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella_stercorea,"Prevotella_stercorea gene for 16S ribosomal RNA, partial sequence, strain: CB35"
rRNA_GU413087.1_1-1012_DIR+,GU413087.1,GI:285171231,Prevotella_tannerae,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella_tannerae,"Prevotella_tannerae clone WWP SS8 C40 16S ribosomal RNA gene, partial sequence"
rRNA_AB547706.1_1-1493_DIR+,AB547706.1,GI:302129344,Prevotella_timonensis,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella_timonensis,"Prevotella_timonensis gene for 16S ribosomal RNA, partial sequence, strain: JCM 15640"
rRNA_AB547707.1_1-1492_DIR+,AB547707.1,GI:302129345,Prevotella_veroralis,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella_veroralis,"Prevotella_veroralis gene for 16S ribosomal RNA, partial sequence, strain: JCM 6290"
rRNA_D82046.2_1-1471_DIR+,D82046.2,GI:4691412,Propionibacterium_cyclohexanicum,Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Propionibacterium;Propionibacterium_cyclohexanicum,Propionibacterium cyclohexanicum gene for 16S rRNA
rRNA_EU979537.1_1-1441_DIR+,EU979537.1,GI:198387761,Propionibacterium_acidifaciens,Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Propionibacterium;Propionibacterium_acidifaciens,"Propionibacterium_acidifaciens strain C3M 31 16S ribosomal RNA gene, partial sequence"
rRNA_AB042288.1_1-1486_DIR+,AB042288.1,GI:7707831,Propionibacterium_acnes,Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Propionibacterium;Propionibacterium_acnes,"Propionibacterium_acnes gene for 16S ribosomal RNA, ATCC6919"
rRNA_AJ003055.1_1-1493_DIR+,AJ003055.1,GI:2644976,Propionibacterium_avidum,Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Propionibacterium;Propionibacterium_avidum,Propionibacterium_avidum DSM 4901 16S rRNA gene
rRNA_AJ009989.1_1-1505_DIR+,AJ009989.1,GI:3402260,Propionibacterium_freudenreichii,Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Propionibacterium;Propionibacterium_freudenreichii,"Propionibacterium_freudenreichii 16S rRNA gene, isolate JS53, partial"
rRNA_AJ003057.1_1-1503_DIR+,AJ003057.1,GI:2644978,Propionibacterium_granulosum,Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Propionibacterium;Propionibacterium_granulosum,Propionibacterium_granulosum DSM 20700 16S rRNA gene
rRNA_AJ003056.1_1-1491_DIR+,AJ003056.1,GI:2644977,Propionibacterium_lymphophilum,Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Propionibacterium;Propionibacterium_lymphophilum,Propionibacterium_lymphophilum DSM 4903 16S rRNA gene
rRNA_AF234623.1_1-1522_DIR+,AF234623.1,GI:7288855,Propionibacterium_microaerophilus,Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Propionibacterium;Propionibacterium_microaerophilus,"Propionibacterium_microaerophilus 16S ribosomal RNA gene, partial sequence"
rRNA_AJ003058.1_1-1495_DIR+,AJ003058.1,GI:2644979,Propionibacterium_propionicus,Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Propionibacterium;Propionibacterium_propionicus,Propionibacterium_propionicus DSM 43307 16S rRNA gene
rRNA_AJ704572.1_1-1467_DIR+,AJ704572.1,GI:47109402,Propionibacterium_thoenii,Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Propionibacterium;Propionibacterium_thoenii,"Propionibacterium_thoenii partial 16S rRNA gene, type strain NCFB 568"
rRNA_JN092599.1_3-1533_DIR+,JN092599.1,GI:340025980,Proteus_hauseri,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Proteus;Proteus_hauseri,"Proteus_hauseri strain FFL13 16S ribosomal RNA gene, partial sequence"
rRNA_JF430796.1_1-1504_DIR+,JF430796.1,GI:343970843,Proteus_mirabilis,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Proteus;Proteus_mirabilis,"Proteus_mirabilis strain 20932-1 16S ribosomal RNA gene, partial sequence"
rRNA_AB273746.1_1-1469_DIR+,AB273746.1,GI:157073732,Proteus_myxofaciens,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Proteus;Proteus_myxofaciens,"Proteus_myxofaciens gene for 16S rRNA, partial sequence, strain: GTC 1265"
rRNA_JN092595.1_5-1535_DIR+,JN092595.1,GI:340025976,Proteus_penneri,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Proteus;Proteus_penneri,"Proteus_penneri strain FFL8 16S ribosomal RNA gene, partial sequence"
rRNA_HQ407255.1_4-1523_DIR+,HQ407255.1,GI:310751457,Providencia_alcalifaciens,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Providencia;Providencia_alcalifaciens,"Providencia_alcalifaciens strain G80 16S ribosomal RNA gene, partial sequence"
rRNA_HM038004.1_1-1472_DIR+,HM038004.1,GI:295407809,Providencia_burhodogranariea,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Providencia;Providencia_burhodogranariea,"Providencia_burhodogranariea ATCC:BAA-1590 16S ribosomal RNA gene, partial sequence"
rRNA_AM040490.1_1-1518_DIR+,AM040490.1,GI:68223356,Providencia_heimbachae,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Providencia;Providencia_heimbachae,"Providencia_heimbachae 16S rRNA gene, type strain DSM 3591"
rRNA_NR_042413.1_1-1497_DIR+,NR_042413.1,GI:343201687,Providencia_rettgeri,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Providencia;Providencia_rettgeri,"Providencia rettgeri strain DSM 4542 16S ribosomal RNA, partial sequence"
rRNA_NR_042411.1_1-1516_DIR+,NR_042411.1,GI:343201685,Providencia_rustigianii,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Providencia;Providencia_rustigianii,"Providencia rustigianii strain DSM 4541 16S ribosomal RNA, partial sequence"
rRNA_HM038003.1_1-1463_DIR+,HM038003.1,GI:295407808,Providencia_sneebia,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Providencia;Providencia_sneebia,"Providencia_sneebia ATCC:BAA-1589 16S ribosomal RNA gene, partial sequence"
rRNA_AF008581.1_1-1494_DIR+,AF008581.1,GI:6478167,Providencia_stuartii,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Providencia;Providencia_stuartii,"Providencia_stuartii strain ATCC 29914 16S ribosomal RNA gene, partial sequence"
rRNA_NR_042415.1_1-1513_DIR+,NR_042415.1,GI:343201689,Providencia_vermicola,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Providencia;Providencia_vermicola,"Providencia vermicola strain OP1 16S ribosomal RNA, partial sequence"
rRNA_AY699284.1_1-1520_DIR+,AY699284.1,GI:51512133,Pseudobutyrivibrio_ruminis,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Pseudobutyrivibrio;Pseudobutyrivibrio_ruminis,"Pseudobutyrivibrio_ruminis isolate M80 16S ribosomal RNA gene, partial sequence"
rRNA_FR773715.1_1-1458_DIR+,FR773715.1,GI:325974580,Pseudomonas_aeruginosa,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas_aeruginosa,"Pseudomonas_aeruginosa partial 16S rRNA gene, strain ARB03"
rRNA_AF074384.1_1-1516_DIR+,AF074384.1,GI:3309635,Pseudomonas_gessardii,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas_gessardii,"Pseudomonas_gessardii 16S ribosomal RNA gene, complete sequence"
rRNA_AB495143.1_1-1491_DIR+,AB495143.1,GI:293628597,Roseateles_depolymerans,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Roseateles;Roseateles_depolymerans,"Roseateles_depolymerans gene for 16S rRNA, partial sequence, strain: HG-P"
rRNA_AJ270482.2_1-1485_DIR+,AJ270482.2,GI:12406802,Roseburia_hominis,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia;Roseburia_hominis,"Roseburia hominis A2-183 16S rRNA gene, type strain A2-183T"
rRNA_GU233441.1_1-1371_DIR+,GU233441.1,GI:283443752,Roseburia_cecicola,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia;Roseburia_cecicola,"UNVERIFIED:_Roseburia cecicola strain GM 16S ribosomal RNA gene, partial sequence"
rRNA_AY305310.1_1-1456_DIR+,AY305310.1,GI:34558697,Roseburia_faecis,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia;Roseburia_faecis,"Roseburia_faecis M72/1 16S ribosomal RNA gene, partial sequence"
rRNA_NR_027557.1_1-1482_DIR+,NR_027557.1,GI:228716944,Roseburia_intestinalis,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia;Roseburia_intestinalis,"Roseburia intestinalis L1-82 16S ribosomal RNA, partial sequence"
rRNA_AJ270473.3_1-1454_DIR+,AJ270473.3,GI:23498637,Roseburia_inulinivorans,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia;Roseburia_inulinivorans,"Roseburia_inulinivorans 16S rRNA gene, type strain A2-194T"
rRNA_NR_029062.1_2-1474_DIR+,NR_029062.1,GI:265678757,Roseomonas_cervicalis,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Roseomonas;Roseomonas_cervicalis,"Roseomonas cervicalis strain E7107 16S ribosomal RNA, partial sequence"
rRNA_X81125.1_1-1482_DIR+,X81125.1,GI:1292851,Ruminiclostridium_viride,Bacteria;Firmicutes;Clostridia;Clostridiales;Hungateiclostridiaceae;Ruminiclostridium;Ruminiclostridium_viride,C.viride_16S rRNA gene
rRNA_EU266549.1_1-1452_DIR+,EU266549.1,GI:167515238,Ruminococcus_bromii,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;Ruminococcus_bromii,"Ruminococcus_bromii strain L2-63 16S ribosomal RNA gene, partial sequence"
rRNA_EU139255.1_1-1497_DIR+,EU139255.1,GI:157418922,Ruminococcus_gnavus,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;Ruminococcus_gnavus,"Ruminococcus_gnavus strain A2 16S ribosomal RNA gene, partial sequence"
rRNA_JN254642.1_1-1530_DIR+,JN254642.1,GI:343455535,Salmonella_enterica,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella_enterica,"Salmonella_enterica subsp enterica serovar Typhimurium strain ST2 16S ribosomal RNA gene, partial sequence"
rRNA_GQ914993.1_1-1460_DIR+,GQ914993.1,GI:261887587,Scardovia_wiggsiae,Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Scardovia;Scardovia_wiggsiae,"Scardovia_wiggsiae strain 2008322 16S ribosomal RNA gene, partial sequence"
rRNA_AJ243892.1_1-1412_DIR+,AJ243892.1,GI:15020797,Schaalia_canis,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Schaalia;Schaalia_canis,Actinomyces_sp CCUG 34479 mRNA for 16S ribosomal RNA (16S rRNA gene)
rRNA_AJ421779.1_1-1522_DIR+,AJ421779.1,GI:22797895,Schaalia_cardiffensis,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Schaalia;Schaalia_cardiffensis,Actinomyces_sp CCUG 44997 16S rRNA gene
rRNA_JN545838.1_1-1503_DIR+,JN545838.1,GI:344055820,Serratia_marcescens,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Serratia;Serratia_marcescens,"Serratia_marcescens strain YXJ-1002 16S ribosomal RNA gene, partial sequence"
rRNA_EU009181.1_8-1537_DIR+,EU009181.1,GI:152218517,Shigella_boydii,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Shigella;Shigella_boydii,"Shigella_boydii strain FBD010 16S ribosomal RNA gene, complete sequence"
rRNA_JF346892.1_5-1513_DIR+,JF346892.1,GI:326885692,Shigella_dysenteriae,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Shigella;Shigella_dysenteriae,"Shigella_dysenteriae strain GYPB22 16S ribosomal RNA gene, partial sequence"
rRNA_HQ407267.1_6-1523_DIR+,HQ407267.1,GI:310751469,Shigella_flexneri,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Shigella;Shigella_flexneri,"Shigella_flexneri strain T92 16S ribosomal RNA gene, partial sequence"
rRNA_EU009199.1_8-1537_DIR+,EU009199.1,GI:152218535,Shigella_sonnei,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Shigella;Shigella_sonnei,"Shigella_sonnei strain FBD025 16S ribosomal RNA gene, complete sequence"
rRNA_NR_028827.1_1-1456_DIR+,NR_028827.1,GI:265678523,Shuttleworthia_satelles,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Shuttleworthia;Shuttleworthia_satelles,"Shuttleworthia satelles DSM 14600 strain VPI D143K-13 16S ribosomal RNA, partial sequence"
rRNA_NR_025487.1_1-1362_DIR+,NR_025487.1,GI:219878348,Sneathia_sanguinegens,Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Sneathia;Sneathia_sanguinegens,"Sneathia sanguinegens strain CCUG 41628 16S ribosomal RNA, partial sequence"
rRNA_AY044916.1_1-1479_DIR+,AY044916.1,GI:18031829,Solobacterium_moorei,Bacteria;Firmicutes;Erysipelotrichi;Erysipelotrichales;Eryispelotrichaceae;Solobacterium;Solobacterium_moorei,"Solobacterium_moorei strain JCM 10645 16S ribosomal RNA gene, partial sequence"
rRNA_NR_044077.1_1-1445_DIR+,NR_044077.1,GI:343198932,Sphingobacterium_spiritivorum,Bacteria;Bacteroidetes;Sphingobacteria;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium;Sphingobacterium_spiritivorum,"Sphingobacterium spiritivorum strain NCTC 11386 16S ribosomal RNA, partial sequence"
rRNA_NR_024967.1_1-1511_DIR+,NR_024967.1,GI:219857379,Sporobacterium_olearium,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Sporobacterium;Sporobacterium_olearium,"Sporobacterium olearium strain SR1 16S ribosomal RNA, partial sequence"
rRNA_HQ154557.1_1-1515_DIR+,HQ154557.1,GI:307816494,Staphylococcus_arlettae,Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus_arlettae,"Staphylococcus_arlettae strain R1-7A 16S ribosomal RNA gene, partial sequence"
rRNA_Y15856.1_1-1484_DIR+,Y15856.1,GI:2950318,Staphylococcus_aureus,Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus_aureus,Staphylococcus_aureus 16S rRNA gene
rRNA_NR_036839.1_1-1482_DIR+,NR_036897.1,GI:310975033,Staphylococcus_auricularis,Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus_auricularis,"Staphylococcus auricularis strain WK 811M 16S ribosomal RNA, partial sequence"
rRNA_NR_027519.1_1-1492_DIR+,NR_027519.1,GI:228715347,Staphylococcus_capitis,Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus_capitis,"Staphylococcus capitis subsp urealyticus strain MAW 8436 16S ribosomal RNA, partial sequence"
rRNA_NR_024665.1_1-1492_DIR+,NR_024665.1,GI:219856846,Staphylococcus_caprae,Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus_caprae,"Staphylococcus caprae strain ATCC 35538 16S ribosomal RNA, partial sequence"
rRNA_EU727181.1_1-1516_DIR+,EU727181.1,GI:198417498,Staphylococcus_carnosus,Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus_carnosus,"Staphylococcus_carnosus subsp carnosus CIP103274 16S ribosomal RNA gene, partial sequence"
rRNA_D83360.1_1-1474_DIR+,D83360.1,GI:1199942,Staphylococcus_chromogenes,Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus_chromogenes,"Staphylococcus_chromogenes gene for 16S rRNA, partial sequence, strain: ATCC 43764 (= MAFF 911474)"
rRNA_GU339231.1_3-1494_DIR+,GU339231.1,GI:285206702,Staphylococcus_cohnii,Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus_cohnii,"Staphylococcus_cohnii strain EH1 16S ribosomal RNA gene, partial sequence"
rRNA_EU727183.1_1-1516_DIR+,EU727183.1,GI:198417500,Staphylococcus_condimenti,Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus_condimenti,"Staphylococcus_condimenti CIP105760 16S ribosomal RNA gene, partial sequence"
rRNA_NR_024666.1_1-1493_DIR+,NR_024666.1,GI:219856847,Staphylococcus_delphini,Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus_delphini,"Staphylococcus delphini strain ATCC 49171 16S ribosomal RNA, partial sequence"
rRNA_EU373384.1_4-1533_DIR+,EU373384.1,GI:171191184,Staphylococcus_epidermidis,Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus_epidermidis,"Staphylococcus_epidermidis strain HNR19 16S ribosomal RNA gene, partial sequence"
rRNA_EU350366.1_1-1511_DIR+,EU350366.1,GI:164562276,Staphylococcus_equorum,Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus_equorum,"Staphylococcus_equorum strain ST261 16S ribosomal RNA gene, partial sequence"
rRNA_D83365.1_1-1474_DIR+,D83365.1,GI:1199947,Staphylococcus_felis,Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus_felis,"Staphylococcus_felis gene for 16S rRNA, partial sequence, strain: FD21-2"
rRNA_AB233330.1_1-1464_DIR+,AB233330.1,GI:113927874,Staphylococcus_fleurettii,Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus_fleurettii,"Staphylococcus_fleurettii gene for 16S rRNA, partial sequence, strain: GTC 1999"
rRNA_NR_036869.1_1-1515_DIR+,NR_036903.1,GI:310975039,Staphylococcus_gallinarum,Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus_gallinarum,"Staphylococcus gallinarum strain VIII1 16S ribosomal RNA, partial sequence"
rRNA_NR_036955.1_1-1537_DIR+,NR_036955.1,GI:310975091,Staphylococcus_haemolyticus,Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus_haemolyticus,"Staphylococcus haemolyticus strain SM 131 16S ribosomal RNA, partial sequence"
rRNA_FJ768458.1_1-1515_DIR+,FJ768458.1,GI:237868960,Staphylococcus_hominis,Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus_hominis,"Staphylococcus_hominis strain GPL6 16S ribosomal RNA gene, partial sequence"
rRNA_D83368.1_1-1475_DIR+,D83368.1,GI:1199950,Staphylococcus_hyicus,Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus_hyicus,"Staphylococcus_hyicus gene for 16S rRNA, partial sequence, strain: ATCC 11249"
rRNA_D83369.1_1-1475_DIR+,D83369.1,GI:1199951,Staphylococcus_intermedius,Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus_intermedius,"Staphylococcus_intermedius gene for 16S rRNA, partial sequence, strain: ATCC 29663 (= MAFF 911388)"
rRNA_DQ093351.1_1-1508_DIR+,DQ093351.1,GI:70002686,Staphylococcus_kloosii,Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus_kloosii,"Staphylococcus_kloosii strain Iv8 16S ribosomal RNA gene, partial sequence"
rRNA_D83370.1_1-1479_DIR+,D83370.1,GI:1199952,Staphylococcus_lentus,Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus_lentus,"Staphylococcus_lentus gene for 16S rRNA, partial sequence, strain: ATCC 29070 (= MAFF 911385)"
rRNA_NR_024668.1_1-1492_DIR+,NR_024668.1,GI:219856849,Staphylococcus_lugdunensis,Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus_lugdunensis,"Staphylococcus lugdunensis strain ATCC 43809 16S ribosomal RNA, partial sequence"
rRNA_NR_036788.2_1-1563_DIR+,NR_036791.1,GI:310974927,Staphylococcus_lutrae,Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus_lutrae,"Staphylococcus lutrae strain M340/94/1 16S ribosomal RNA gene, partial sequence"
rRNA_EU888120.1_1-1477_DIR+,EU888120.1,GI:209943903,Staphylococcus_microti,Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus_microti,"Staphylococcus_microti strain CCM 4903 16S ribosomal RNA gene, partial sequence"
